i,j,PSR,parameters,parm
4,730,1.0216,poverty,730
4,731,1.0140001,insured,731
4,732,1.0023,healthProv,732
4,733,1.0108,medicalUti,733
4,734,1.0086,erCare_re,734
4,735,1.0063,sapro_lf,735
4,736,1.0238,hivpp_lf,736
4,737,1.0125999,homeless_l,737
4,738,1.0344,incarcerat,738
4,739,1.0121,ipv_lf,739
4,740,1.0101,sexex_lf,740
4,741,1.0238,suicide_lf,741
4,742,1.0124,hospitalmh,742
4,743,1.0048,sexab_lf,743
4,744,1.0014,tmx5old_lf,744
4,745,1.0095,tmrob_lf,745
4,746,1.0096,tmotinj_lf,746
4,747,1.0229,tmotmdr_lf,747
4,748,1.0171,xdrug_r,748
4,749,1.0296,smoke_lf,749
4,750,1.0024, Residual Var.,750
4,751,1.0177, Grand Mean,751
4,752,1.0082,depression,752
4,753,1.0172,age,753
4,754,1.0031,audit_c,754
4,755,1.0016,count_lf,755
4,756,1.0009,ptsd,756
4,757,1.0079,anxietyr,757
4,758,1.0036,sadr,758
4,759,1.0094,intfsocr,759
4,760,1.0038,energr,760
4,761,1.0031,anxiety_ra,761
4,762,1.001,srMentH,762
4,763,1.0016,srPhysH,763
4,764,1.002,srLivSit,764
4,765,1.005,srDrugFree,765
4,766,1.0075999,srSocNet,766
4,767,1.01,srSexRx,767
4,768,1.0143,ssEmoHelp,768
4,769,1.0017999,ssNewFri,769
4,770,1.0010999,smAppFreq,770
4,771,1.0066,datingAppF,771
4,772,1.0010999,losAng,772
4,773,1.006,RaceEthnic#2,773
4,774,1.0102,RaceEthnic#3,774
4,775,1.0059,RaceEthnic#4,775
4,776,1.0042,female,776
4,777,1.0107,cis,777
4,778,1.0103,heterosexu,778
4,779,1.0209,employed,779
4,780,1.0125999,poverty,780
4,781,1.0094,insured,781
4,782,1.0043,healthProv,782
4,783,1.0043,medicalUti,783
4,784,1.0019,erCare_re,784
4,785,1.0015,sapro_lf,785
4,786,1.0283999,hivpp_lf,786
4,787,1.0052,homeless_l,787
4,788,1.0007,incarcerat,788
4,789,1.0086,ipv_lf,789
4,790,1.0101,sexex_lf,790
4,791,1.0128,suicide_lf,791
4,792,1.0093,hospitalmh,792
4,793,1.0184,sexab_lf,793
4,794,1.0093,tmx5old_lf,794
4,795,1.0139,tmrob_lf,795
4,796,1.0405,tmotinj_lf,796
4,797,1.0358,tmotmdr_lf,797
4,798,1.0101,xdrug_r,798
4,799,1.0041,smoke_lf,799
4,800,1.0014, Residual Var.,800
4,801,1.0184,Grand Mean,801
4,802,1.0039999,depression,802
4,803,1.0072,age,803
4,804,1.0010999,audit_c,804
4,805,1.005,count_lf,805
4,806,1.0062,ptsd,806
4,807,1.0066,anxietyr,807
4,808,1.0053999,sadr,808
4,809,1.0056,intfsocr,809
4,810,1.0027,energr,810
4,811,1.0006,anxiety_ra,811
4,812,1.0013,srMentH,812
4,813,1.0058,srPhysH,813
4,814,1.0005,srLivSit,814
4,815,1.0033,srDrugFree,815
4,816,1.0019,srSocNet,816
4,817,1.0107,srSexRx,817
4,818,1.0088,ssHelp,818
4,819,1.0053999,ssNewFri,819
4,820,1.0025001,smAppFreq,820
4,821,1.0057,datingAppF,821
4,822,1.013,losAng,822
4,823,1.0066,RaceEthnic#2,823
4,824,1.0086,RaceEthnic#3,824
4,825,1.0041,RaceEthnic#4,825
4,826,1.0063,female,826
4,827,1.0042,cis,827
4,828,1.0039999,heterosexu,828
4,829,1.0151,employed,829
4,830,1.0174,poverty,830
4,831,1.0186,insured,831
4,832,1.0037,healthProv,832
4,833,1.0102,medicalUti,833
4,834,1.0167,erCare_re,834
4,835,1.0010999,sapro_lf,835
4,836,1.0254,hivpp_lf,836
4,837,1.0046999,homeless_l,837
4,838,1.0152,incarcerat,838
4,839,1.0147001,ipv_lf,839
4,840,1.0021,sexex_lf,840
4,841,1.0051,suicide_lf,841
4,842,1.0006,hospitalmh,842
4,843,1.0046999,sexab_lf,843
4,844,1.0027,tmx5old_lf,844
4,845,1.0075001,tmrob_lf,845
4,846,1.0013,tmotinj_lf,846
4,847,1.0044,tmotmdr_lf,847
4,848,1.0034,xdrug_r,848
4,849,1.0041,smoke_lf,849
4,850,1.0039001, Residual Var.,850
4,851,1.0091, Grand Mean,851
4,852,1.0025001,depression,852
4,853,1.0059,age,853
4,854,1.0019,audit_c,854
4,855,1.0007,count_lf,855
4,856,1.0022,ptsd,856
4,857,1.0028,anxietyr,857
4,858,1.0014,sadr,858
4,859,1.0002,intfsocr,859
4,860,1.0010999,energr,860
4,861,1.0036,anxiety_ra,861
4,862,1.0013,srMentH,862
4,863,1.0039001,srPhysH,863
4,864,1.0025001,srLivSit,864
4,865,1.0052,srDrugFree,865
4,866,1.0001,srSocNet,866
4,867,1.0002,srSexRx,867
4,868,1.0051,ssHelp,868
4,869,1.0022,ssEmoHelp,869
4,870,1.0057,smAppFreq,870
4,871,1.0008,datingAppF,871
4,872,1.0017999,losAng,872
4,873,1.0010999,RaceEthnic#2,873
4,874,1.0062,RaceEthnic#3,874
4,875,1.0026,RaceEthnic#4,875
4,876,1.0022,female,876
4,877,1.0074,cis,877
4,878,1.0033,heterosexu,878
4,879,1.0008,employed,879
4,880,1.0023,poverty,880
4,881,1.0275,insured,881
4,882,1.0132,healthProv,882
4,883,1.01,medicalUti,883
4,884,1.0165,erCare_re,884
4,885,1.0006,sapro_lf,885
4,886,1.0073,hivpp_lf,886
4,887,1.0025001,homeless_l,887
4,888,1.001,incarcerat,888
4,889,1.0048,ipv_lf,889
4,890,1.0031,sexex_lf,890
4,891,1.0010999,suicide_lf,891
4,892,1.0038,hospitalmh,892
4,893,1.0078,sexab_lf,893
4,894,1.0008,tmx5old_lf,894
4,895,1.0034,tmrob_lf,895
4,896,1.0038,tmotinj_lf,896
4,897,1.0046999,tmotmdr_lf,897
4,898,1.0192,xdrug_r,898
4,899,1.0024,smoke_lf,899
4,900,1.0042, Residual Var.,900
4,901,1.0023, Grand Mean,901
4,902,1.0036,depression,902
4,903,1.0115,age,903
4,904,1.0032001,audit_c,904
4,905,1.0062,count_lf,905
4,906,1.0048,ptsd,906
4,907,1.0003999,anxietyr,907
4,908,1.0056,sadr,908
4,909,1.0013,intfsocr,909
4,910,1.0240999,energr,910
4,911,1.0007,anxiety_ra,911
4,912,1.0117,srMentH,912
4,913,1.0058,srPhysH,913
4,914,1.0053999,srLivSit,914
4,915,1.0036,srDrugFree,915
4,916,1.0005,srSocNet,916
4,917,1.0101,srSexRx,917
4,918,1.0042,ssHelp,918
4,919,1.0005,ssEmoHelp,919
4,920,1.0112,ssNewFri,920
4,921,1.0039999,datingAppF,921
4,922,1.0003,losAng,922
4,923,1.0183001,RaceEthnic#2,923
4,924,1.0116,RaceEthnic#3,924
4,925,1.0113,RaceEthnic#4,925
4,926,1.0034,female,926
4,927,1.0006,cis,927
4,928,1.0028,heterosexu,928
4,929,1.03,employed,929
4,930,1.0117,poverty,930
4,931,1.0276999,insured,931
4,932,1.0147001,healthProv,932
4,933,1.0096999,medicalUti,933
4,934,1.0108,erCare_re,934
4,935,1.0073,sapro_lf,935
4,936,1.0334001,hivpp_lf,936
4,937,1.0017,homeless_l,937
4,938,1.0012,incarcerat,938
4,939,1.0058,ipv_lf,939
4,940,1.0190001,sexex_lf,940
4,941,1.0413001,suicide_lf,941
4,942,1.0154999,hospitalmh,942
4,943,1.0268,sexab_lf,943
4,944,1.0058,tmx5old_lf,944
4,945,1.0073,tmrob_lf,945
4,946,1.0099,tmotinj_lf,946
4,947,1.0218,tmotmdr_lf,947
4,948,1.0118999,xdrug_r,948
4,949,1.005,smoke_lf,949
4,950,1.0069, Residual Var.,950
4,951,1.0074, Grand Mean,951
4,952,1.0039999,depression,952
4,953,1.0034,age,953
4,954,1.0096999,audit_c,954
4,955,1.0023,count_lf,955
4,956,1.0098,ptsd,956
4,957,1.0114,anxietyr,957
4,958,1.0003,sadr,958
4,959,1.0010999,intfsocr,959
4,960,1.0072,energr,960
4,961,1.0039001,anxiety_ra,961
4,962,1.0014,srMentH,962
4,963,1.0032001,srPhysH,963
4,964,1.0081,srLivSit,964
4,965,1.0043,srDrugFree,965
4,966,1.0016,srSocNet,966
4,967,1.001,srSexRx,967
4,968,1.0001,ssHelp,968
4,969,1.0024,ssEmoHelp,969
4,970,1.0036,ssNewFri,970
4,971,1.0037,smAppFreq,971
4,972,1.0072,losAng,972
4,973,1.0043,RaceEthnic#2,973
4,974,1.007,RaceEthnic#3,974
4,975,1.0178,RaceEthnic#4,975
4,976,1.0214,female,976
4,977,1.0063,cis,977
4,978,1.0024,heterosexu,978
4,979,1.02,employed,979
4,980,1.0095,poverty,980
4,981,1.0037,insured,981
4,982,1.0117,healthProv,982
4,983,1.0014,medicalUti,983
4,984,1.0044,erCare_re,984
4,985,1.0079,sapro_lf,985
4,986,1.0028,hivpp_lf,986
4,987,1.006,homeless_l,987
4,988,1.0116,incarcerat,988
4,989,1.0066,ipv_lf,989
4,990,1.0079,sexex_lf,990
4,991,1.015,suicide_lf,991
4,992,1.0088,hospitalmh,992
4,993,1.0182,sexab_lf,993
4,994,1.0086,tmx5old_lf,994
4,995,1.0298001,tmrob_lf,995
4,996,1.0112,tmotinj_lf,996
4,997,1.007,tmotmdr_lf,997
4,998,1.0612,xdrug_r,998
4,999,1.0078,smoke_lf,999
4,1000,1.0023, Residual Var.,1000
4,1001,1.0619, Grand Mean,1001
4,1002,1.0102,depression,1002
4,1003,1.0079,age,1003
4,1004,1.0642999,audit_c,1004
4,1005,1.0065,count_lf,1005
4,1006,1.0285,ptsd,1006
4,1007,1.0069,anxietyr,1007
4,1008,1.006,sadr,1008
4,1009,1.0059,intfsocr,1009
4,1010,1.0213,energr,1010
4,1011,1.0089999,anxiety_ra,1011
4,1012,1.018,srMentH,1012
4,1013,1.0408,srPhysH,1013
4,1014,1.0322,srLivSit,1014
4,1015,1.0063,srDrugFree,1015
4,1016,1.011,srSocNet,1016
4,1017,1.0168,srSexRx,1017
4,1018,1.0233001,ssHelp,1018
4,1019,1.0199,ssEmoHelp,1019
4,1020,1.0046,ssNewFri,1020
4,1021,1.0331,smAppFreq,1021
4,1022,1.0236,datingAppF,1022
4,1023,1.0456001,losAng,1023
4,1024,1.0518,RaceEthnic#2,1024
4,1025,1.0618,RaceEthnic#3,1025
4,1026,1.1260999,RaceEthnic#4,1026
4,1027,1.0128,female,1027
4,1028,1.0348001,cis,1028
4,1029,1.0542001,heterosexu,1029
4,1030,1.0750999,poverty,1030
4,1031,1.0759,insured,1031
4,1032,1.0298001,healthProv,1032
4,1033,1.0224,medicalUti,1033
4,1034,1.0869,erCare_re,1034
4,1035,1.0259,sapro_lf,1035
4,1036,1.1459,hivpp_lf,1036
4,1037,1.0253,homeless_l,1037
4,1038,1.1463,incarcerat,1038
4,1039,1.0612,ipv_lf,1039
4,1040,1.1332999,sexex_lf,1040
4,1041,1.0132999,suicide_lf,1041
4,1042,1.0062,hospitalmh,1042
4,1043,1.0057,sexab_lf,1043
4,1044,1.0085,tmx5old_lf,1044
4,1045,1.0106,tmrob_lf,1045
4,1046,1.1194,tmotinj_lf,1046
4,1047,1.1044,tmotmdr_lf,1047
4,1048,1.0244,xdrug_r,1048
4,1049,1.046,smoke_lf,1049
4,1050,nan, Residual Var.,1050
4,1051,nan,Tau,1051
4,1052,1.0231, Grand Mean,1052
4,1053,1.0027,depression,1053
4,1054,1.0057,age,1054
4,1055,1.0443,audit_c,1055
4,1056,1.0066,count_lf,1056
4,1057,1.0111001,ptsd,1057
4,1058,1.0233001,anxietyr,1058
4,1059,1.0144,sadr,1059
4,1060,1.0057,intfsocr,1060
4,1061,1.0304,energr,1061
4,1062,1.0042,anxiety_ra,1062
4,1063,1.0294,srMentH,1063
4,1064,1.0309,srPhysH,1064
4,1065,1.0353,srLivSit,1065
4,1066,1.0102,srDrugFree,1066
4,1067,1.0078,srSocNet,1067
4,1068,1.0199,srSexRx,1068
4,1069,1.0098,ssHelp,1069
4,1070,1.0117,ssEmoHelp,1070
4,1071,1.0041,ssNewFri,1071
4,1072,1.0191,smAppFreq,1072
4,1073,1.0066,datingAppF,1073
4,1074,1.0531,losAng,1074
4,1075,1.0497,RaceEthnic#2,1075
4,1076,1.0235,RaceEthnic#3,1076
4,1077,1.0623,RaceEthnic#4,1077
4,1078,1.0193,female,1078
4,1079,1.0413001,cis,1079
4,1080,1.0608,heterosexu,1080
4,1081,1.0608,employed,1081
4,1082,1.0729001,insured,1082
4,1083,1.0461,healthProv,1083
4,1084,1.0309,medicalUti,1084
4,1085,1.1204,erCare_re,1085
4,1086,1.0304,sapro_lf,1086
4,1087,1.0727,hivpp_lf,1087
4,1088,1.0498,homeless_l,1088
4,1089,1.1432,incarcerat,1089
4,1090,1.0177,ipv_lf,1090
4,1091,1.0556,sexex_lf,1091
4,1092,1.0302,suicide_lf,1092
4,1093,1.0214,hospitalmh,1093
4,1094,1.0068001,sexab_lf,1094
4,1095,1.008,tmx5old_lf,1095
4,1096,1.0382,tmrob_lf,1096
4,1097,1.0464,tmotinj_lf,1097
4,1098,1.087,tmotmdr_lf,1098
4,1099,1.0297,xdrug_r,1099
4,1100,1.0412,smoke_lf,1100
4,1101,nan, Residual Var.,1101
4,1102,nan,Tau,1102
4,1103,1.0176001, Grand Mean,1103
4,1104,1.0042,depression,1104
4,1105,1.0148,age,1105
4,1106,1.0159,audit_c,1106
4,1107,1.0292,count_lf,1107
4,1108,1.074,ptsd,1108
4,1109,1.0219001,anxietyr,1109
4,1110,1.0215,sadr,1110
4,1111,1.0302,intfsocr,1111
4,1112,1.0266,energr,1112
4,1113,1.0068001,anxiety_ra,1113
4,1114,1.017,srMentH,1114
4,1115,1.0109,srPhysH,1115
4,1116,1.0089999,srLivSit,1116
4,1117,1.0283999,srDrugFree,1117
4,1118,1.0051,srSocNet,1118
4,1119,1.0131,srSexRx,1119
4,1120,1.0069,ssHelp,1120
4,1121,1.0311,ssEmoHelp,1121
4,1122,1.0343,ssNewFri,1122
4,1123,1.0261,smAppFreq,1123
4,1124,1.0064,datingAppF,1124
4,1125,1.0161,losAng,1125
4,1126,1.0096999,RaceEthnic#2,1126
4,1127,1.0022,RaceEthnic#3,1127
4,1128,1.0066,RaceEthnic#4,1128
4,1129,1.0236,female,1129
4,1130,1.0134,cis,1130
4,1131,1.0462,heterosexu,1131
4,1132,1.0713,employed,1132
4,1133,1.0763,poverty,1133
4,1134,1.0233001,healthProv,1134
4,1135,1.0589,medicalUti,1135
4,1136,1.0455,erCare_re,1136
4,1137,1.031,sapro_lf,1137
4,1138,1.1084,hivpp_lf,1138
4,1139,1.0174,homeless_l,1139
4,1140,1.0778,incarcerat,1140
4,1141,1.0053999,ipv_lf,1141
4,1142,1.0328,sexex_lf,1142
4,1143,1.0227,suicide_lf,1143
4,1144,1.0218,hospitalmh,1144
4,1145,1.0238,sexab_lf,1145
4,1146,1.0556999,tmx5old_lf,1146
4,1147,1.1126,tmrob_lf,1147
4,1148,1.0625,tmotinj_lf,1148
4,1149,1.0371,tmotmdr_lf,1149
4,1150,1.0615,xdrug_r,1150
4,1151,1.0752,smoke_lf,1151
4,1152,nan, Residual Var.,1152
4,1153,nan,Tau,1153
4,1154,1.0068001, Grand Mean,1154
4,1155,1.0059,depression,1155
4,1156,1.0224,age,1156
4,1157,1.013,audit_c,1157
4,1158,1.017,count_lf,1158
4,1159,1.0613,ptsd,1159
4,1160,1.0199,anxietyr,1160
4,1161,1.0312999,sadr,1161
4,1162,1.0355,intfsocr,1162
4,1163,1.0197999,energr,1163
4,1164,1.0094,anxiety_ra,1164
4,1165,1.0033,srMentH,1165
4,1166,1.0279,srPhysH,1166
4,1167,1.0153,srLivSit,1167
4,1168,1.0293,srDrugFree,1168
4,1169,1.0034,srSocNet,1169
4,1170,1.0026,srSexRx,1170
4,1171,1.0032001,ssHelp,1171
4,1172,1.0031,ssEmoHelp,1172
4,1173,1.0224,ssNewFri,1173
4,1174,1.0072,smAppFreq,1174
4,1175,1.0096,datingAppF,1175
4,1176,1.0432,losAng,1176
4,1177,1.0227,RaceEthnic#2,1177
4,1178,1.0051,RaceEthnic#3,1178
4,1179,1.0202,RaceEthnic#4,1179
4,1180,1.0164,female,1180
4,1181,1.027,cis,1181
4,1182,1.0139,heterosexu,1182
4,1183,1.0324,employed,1183
4,1184,1.0463001,poverty,1184
4,1185,1.0293,insured,1185
4,1186,1.0551,medicalUti,1186
4,1187,1.0233999,erCare_re,1187
4,1188,1.0245,sapro_lf,1188
4,1189,1.0967,hivpp_lf,1189
4,1190,1.013,homeless_l,1190
4,1191,1.0559,incarcerat,1191
4,1192,1.0053,ipv_lf,1192
4,1193,1.0405,sexex_lf,1193
4,1194,1.0137,suicide_lf,1194
4,1195,1.013,hospitalmh,1195
4,1196,1.0265,sexab_lf,1196
4,1197,1.0425,tmx5old_lf,1197
4,1198,1.0908999,tmrob_lf,1198
4,1199,1.0362999,tmotinj_lf,1199
4,1200,1.0163,tmotmdr_lf,1200
4,1201,1.0718,xdrug_r,1201
4,1202,1.0819,smoke_lf,1202
4,1203,nan, Residual Var.,1203
4,1204,nan,Tau,1204
4,1205,1.0069, Grand Mean,1205
4,1206,1.0418,depression,1206
4,1207,1.0059,age,1207
4,1208,1.0154001,audit_c,1208
4,1209,1.0086,count_lf,1209
4,1210,1.016,ptsd,1210
4,1211,1.0059,anxietyr,1211
4,1212,1.0237,sadr,1212
4,1213,1.0455,intfsocr,1213
4,1214,1.0088,energr,1214
4,1215,1.0278,anxiety_ra,1215
4,1216,1.0017,srMentH,1216
4,1217,1.0239,srPhysH,1217
4,1218,1.0208,srLivSit,1218
4,1219,1.0118999,srDrugFree,1219
4,1220,1.002,srSocNet,1220
4,1221,1.0079,srSexRx,1221
4,1222,1.0023,ssHelp,1222
4,1223,1.01,ssEmoHelp,1223
4,1224,1.0052,ssNewFri,1224
4,1225,1.0068001,smAppFreq,1225
4,1226,1.0045,datingAppF,1226
4,1227,1.031,losAng,1227
4,1228,1.0196,RaceEthnic#2,1228
4,1229,1.0163,RaceEthnic#3,1229
4,1230,1.0038,RaceEthnic#4,1230
4,1231,1.0075999,female,1231
4,1232,1.0009,cis,1232
4,1233,1.0064,heterosexu,1233
4,1234,1.0184,employed,1234
4,1235,1.0247999,poverty,1235
4,1236,1.0525,insured,1236
4,1237,1.0515,healthProv,1237
4,1238,1.034,erCare_re,1238
4,1239,1.0095,sapro_lf,1239
4,1240,1.0107,hivpp_lf,1240
4,1241,1.0123,homeless_l,1241
4,1242,1.0269001,incarcerat,1242
4,1243,1.0358,ipv_lf,1243
4,1244,1.0122,sexex_lf,1244
4,1245,1.0216,suicide_lf,1245
4,1246,1.0093,hospitalmh,1246
4,1247,1.0039999,sexab_lf,1247
4,1248,1.0114,tmx5old_lf,1248
4,1249,1.0694,tmrob_lf,1249
4,1250,1.0046999,tmotinj_lf,1250
4,1251,1.0462,tmotmdr_lf,1251
4,1252,1.0152,xdrug_r,1252
4,1253,1.0078,smoke_lf,1253
4,1254,nan, Residual Var.,1254
4,1255,nan,Tau,1255
4,1256,1.0138, Grand Mean,1256
4,1257,1.0189,depression,1257
4,1258,1.0365,age,1258
4,1259,1.0096,audit_c,1259
4,1260,1.0124,count_lf,1260
4,1261,1.0204,ptsd,1261
4,1262,1.0053999,anxietyr,1262
4,1263,1.0112,sadr,1263
4,1264,1.0108,intfsocr,1264
4,1265,1.0266,energr,1265
4,1266,1.0038,anxiety_ra,1266
4,1267,1.0189,srMentH,1267
4,1268,1.0348001,srPhysH,1268
4,1269,1.0190001,srLivSit,1269
4,1270,1.0125999,srDrugFree,1270
4,1271,1.0067,srSocNet,1271
4,1272,1.0063,srSexRx,1272
4,1273,1.002,ssHelp,1273
4,1274,1.0213,ssEmoHelp,1274
4,1275,1.0276999,ssNewFri,1275
4,1276,1.016,smAppFreq,1276
4,1277,1.0045,datingAppF,1277
4,1278,1.02,losAng,1278
4,1279,1.0094,RaceEthnic#2,1279
4,1280,1.0146,RaceEthnic#3,1280
4,1281,1.0328,RaceEthnic#4,1281
4,1282,1.0013,female,1282
4,1283,1.0012,cis,1283
4,1284,1.0058,heterosexu,1284
4,1285,1.092,employed,1285
4,1286,1.1185,poverty,1286
4,1287,1.0436,insured,1287
4,1288,1.0183001,healthProv,1288
4,1289,1.029,medicalUti,1289
4,1290,1.0053999,sapro_lf,1290
4,1291,1.0401,hivpp_lf,1291
4,1292,1.0034,homeless_l,1292
4,1293,1.0124,incarcerat,1293
4,1294,1.0042,ipv_lf,1294
4,1295,1.0509,sexex_lf,1295
4,1296,1.0085,suicide_lf,1296
4,1297,1.0053,hospitalmh,1297
4,1298,1.0009,sexab_lf,1298
4,1299,1.0202,tmx5old_lf,1299
4,1300,1.0424,tmrob_lf,1300
4,1301,1.0518,tmotinj_lf,1301
4,1302,1.0432,tmotmdr_lf,1302
4,1303,1.0106,xdrug_r,1303
4,1304,1.0065,smoke_lf,1304
4,1305,nan, Residual Var.,1305
4,1306,nan,Tau,1306
4,1307,1.0111001, Grand Mean,1307
4,1308,1.0461,depression,1308
4,1309,1.0213,age,1309
4,1310,1.0074,audit_c,1310
4,1311,1.0242,count_lf,1311
4,1312,1.0021,ptsd,1312
4,1313,1.0177,anxietyr,1313
4,1314,1.0239,sadr,1314
4,1315,1.0147001,intfsocr,1315
4,1316,1.0089999,energr,1316
4,1317,1.0075999,anxiety_ra,1317
4,1318,1.0091,srMentH,1318
4,1319,1.0081,srPhysH,1319
4,1320,1.0502,srLivSit,1320
4,1321,1.0048,srDrugFree,1321
4,1322,1.0533,srSocNet,1322
4,1323,1.043,srSexRx,1323
4,1324,1.0276999,ssHelp,1324
4,1325,1.0195,ssEmoHelp,1325
4,1326,1.0081,ssNewFri,1326
4,1327,1.0415,smAppFreq,1327
4,1328,1.003,datingAppF,1328
4,1329,1.0513,losAng,1329
4,1330,1.0118999,RaceEthnic#2,1330
4,1331,1.091,RaceEthnic#3,1331
4,1332,1.0328,RaceEthnic#4,1332
4,1333,1.0152,female,1333
4,1334,1.0395,cis,1334
4,1335,1.0204999,heterosexu,1335
4,1336,1.1375,employed,1336
4,1337,1.0803,poverty,1337
4,1338,1.1108,insured,1338
4,1339,1.0897,healthProv,1339
4,1340,1.0132,medicalUti,1340
4,1341,1.0576,erCare_re,1341
4,1342,1.0215,sapro_lf,1342
4,1343,1.008,homeless_l,1343
4,1344,1.0309,incarcerat,1344
4,1345,1.0014,ipv_lf,1345
4,1346,1.0814,sexex_lf,1346
4,1347,1.0283,suicide_lf,1347
4,1348,1.0027,hospitalmh,1348
4,1349,1.0429,sexab_lf,1349
4,1350,1.1579,tmx5old_lf,1350
4,1351,1.1038001,tmrob_lf,1351
4,1352,1.1712,tmotinj_lf,1352
4,1353,1.2304,tmotmdr_lf,1353
4,1354,1.0420001,xdrug_r,1354
4,1355,1.016,smoke_lf,1355
4,1356,nan, Residual Var.,1356
4,1357,nan,Tau,1357
4,1358,1.0005, Grand Mean,1358
4,1359,1.0197999,depression,1359
4,1360,1.0516,age,1360
4,1361,1.0213,audit_c,1361
4,1362,1.0203,count_lf,1362
4,1363,1.0082999,ptsd,1363
4,1364,1.0103,anxietyr,1364
4,1365,1.02,sadr,1365
4,1366,1.0081,intfsocr,1366
4,1367,1.0788,energr,1367
4,1368,1.0129,anxiety_ra,1368
4,1369,1.0105,srMentH,1369
4,1370,1.0099,srPhysH,1370
4,1371,1.0082,srLivSit,1371
4,1372,1.0227,srDrugFree,1372
4,1373,1.0032001,srSocNet,1373
4,1374,1.0274,srSexRx,1374
4,1375,1.0033,ssHelp,1375
4,1376,1.017,ssEmoHelp,1376
4,1377,1.0103,ssNewFri,1377
4,1378,1.0125999,smAppFreq,1378
4,1379,1.0093,datingAppF,1379
4,1380,1.0199,losAng,1380
4,1381,1.0463001,RaceEthnic#2,1381
4,1382,1.115,RaceEthnic#3,1382
4,1383,1.0479,RaceEthnic#4,1383
4,1384,1.0398999,female,1384
4,1385,1.0393,cis,1385
4,1386,1.03,heterosexu,1386
4,1387,1.1458,employed,1387
4,1388,1.1670001,poverty,1388
4,1389,1.086,insured,1389
4,1390,1.0674,healthProv,1390
4,1391,1.025,medicalUti,1391
4,1392,1.0101,erCare_re,1392
4,1393,1.0171,sapro_lf,1393
4,1394,1.0335,hivpp_lf,1394
4,1395,1.035,homeless_l,1395
4,1396,1.035,ipv_lf,1396
4,1397,1.1015,sexex_lf,1397
4,1398,1.0474,suicide_lf,1398
4,1399,1.0297,hospitalmh,1399
4,1400,1.0602,sexab_lf,1400
4,1401,1.0558,tmx5old_lf,1401
4,1402,1.0385,tmrob_lf,1402
4,1403,1.084,tmotinj_lf,1403
4,1404,1.0604,tmotmdr_lf,1404
4,1405,1.0815001,xdrug_r,1405
4,1406,1.0211,smoke_lf,1406
4,1407,nan, Residual Var.,1407
4,1408,nan,Tau,1408
4,1409,1.0223, Grand Mean,1409
4,1410,1.0061001,depression,1410
4,1411,1.0052,age,1411
4,1412,1.0077,audit_c,1412
4,1413,1.0019,count_lf,1413
4,1414,1.0025001,ptsd,1414
4,1415,1.0087,anxietyr,1415
4,1416,1.0106,sadr,1416
4,1417,1.0057,intfsocr,1417
4,1418,1.0199,energr,1418
4,1419,1.0007,anxiety_ra,1419
4,1420,1.01,srMentH,1420
4,1421,1.0084,srPhysH,1421
4,1422,1.0014,srLivSit,1422
4,1423,1.0017999,srDrugFree,1423
4,1424,1.0246,srSocNet,1424
4,1425,1.0093,srSexRx,1425
4,1426,1.0179,ssHelp,1426
4,1427,1.0175,ssEmoHelp,1427
4,1428,1.0125,ssNewFri,1428
4,1429,1.0124,smAppFreq,1429
4,1430,1.0038,datingAppF,1430
4,1431,1.0294,losAng,1431
4,1432,1.0324,RaceEthnic#2,1432
4,1433,1.013,RaceEthnic#3,1433
4,1434,1.0025001,RaceEthnic#4,1434
4,1435,1.0034,female,1435
4,1436,1.0027,cis,1436
4,1437,1.0026,heterosexu,1437
4,1438,1.0528001,employed,1438
4,1439,1.008,poverty,1439
4,1440,1.0043,insured,1440
4,1441,1.0058,healthProv,1441
4,1442,1.0468,medicalUti,1442
4,1443,1.011,erCare_re,1443
4,1444,1.0274,sapro_lf,1444
4,1445,1.0006,hivpp_lf,1445
4,1446,1.0043,homeless_l,1446
4,1447,1.0388,incarcerat,1447
4,1448,1.005,sexex_lf,1448
4,1449,1.0094,suicide_lf,1449
4,1450,1.0149,hospitalmh,1450
4,1451,1.0089999,sexab_lf,1451
4,1452,1.0184,tmx5old_lf,1452
4,1453,1.025,tmrob_lf,1453
4,1454,1.0053999,tmotinj_lf,1454
4,1455,1.0221,tmotmdr_lf,1455
4,1456,1.0064,xdrug_r,1456
4,1457,1.022,smoke_lf,1457
4,1458,nan, Residual Var.,1458
4,1459,nan,Tau,1459
4,1460,1.0144, Grand Mean,1460
4,1461,1.0024,depression,1461
4,1462,1.0231,age,1462
4,1463,1.0079,audit_c,1463
4,1464,1.0096999,count_lf,1464
4,1465,1.0095,ptsd,1465
4,1466,1.0216,anxietyr,1466
4,1467,1.0082,sadr,1467
4,1468,1.023,intfsocr,1468
4,1469,1.0157,energr,1469
4,1470,1.0091,anxiety_ra,1470
4,1471,1.0235,srMentH,1471
4,1472,1.0258,srPhysH,1472
4,1473,1.0017999,srLivSit,1473
4,1474,1.0062,srDrugFree,1474
4,1475,1.0114,srSocNet,1475
4,1476,1.0094,srSexRx,1476
4,1477,1.0062,ssHelp,1477
4,1478,1.0019,ssEmoHelp,1478
4,1479,1.002,ssNewFri,1479
4,1480,1.0152,smAppFreq,1480
4,1481,1.0107,datingAppF,1481
4,1482,1.0731,losAng,1482
4,1483,1.0368,RaceEthnic#2,1483
4,1484,1.011,RaceEthnic#3,1484
